1, DA7D,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1, 
2, DA76,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0, 
3, DA75,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1, 
4, DA83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1, 
5, DA67,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,1, 
6, DA8B,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1, 
7, DA6B,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1, 
8, DA7D,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1, 
9, DA78,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,0, 
10, DA81,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1, 
11, DA6C,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0, 
12, DA7F,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1, 
13, DA7D,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1, 
14, DA6F,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1, 
15, DA7C,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,0, 
16, DA7E,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0, 
17, DA66,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0, 
18, DA90,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0, 
19, DA68,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0, 
20, DA82,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0, 
21, DA69,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1, 
22, DA95,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,1, 
23, DA5C,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0, 
24, DA8F,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,1, 
25, DA69,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1, 
26, DA8E,1,1,0,1,1,0,1,0,1,0,0,0,1,1,1,0, 
27, DA6C,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0, 
28, DA7B,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1, 
29, DA73,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1, 
30, DA75,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1, 
31, DA88,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0, 
32, DA6A,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0, 
33, DA80,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0, 
34, DA73,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1, 
35, DA80,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0, 
36, DA6E,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0, 
37, DA8A,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0, 
38, DA6B,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,1, 
39, DA89,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1, 
40, DA6A,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0, 
41, DA89,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1, 
42, DA69,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1, 
43, DA82,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0, 
44, DA80,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0, 
45, DA61,1,1,0,1,1,0,1,0,0,1,1,0,0,0,0,1, 
46, DA88,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0, 
47, DA81,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,1, 
48, DA6C,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,0, 
49, DA77,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1, 
50, DA83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1, 
51, DA6E,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,0, 
52, DA7E,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0, 
53, DA84,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0, 
54, DA71,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1, 
55, DA84,1,1,0,1,1,0,1,0,1,0,0,0,0,1,0,0, 
56, DA6A,1,1,0,1,1,0,1,0,0,1,1,0,1,0,1,0, 
57, DA89,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,1, 
58, DA71,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1, 
59, DA76,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0, 
60, DA83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1, 
61, DA77,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1, 
62, DA73,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,1, 
63, DA82,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0, 
64, DA72,1,1,0,1,1,0,1,0,0,1,1,1,0,0,1,0, 
65, DA79,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1, 
66, DA83,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,1, 
67, DA77,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,1, 
68, DA87,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,1, 
69, DA65,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1, 
70, DA94,1,1,0,1,1,0,1,0,1,0,0,1,0,1,0,0, 
71, DA63,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,1, 
72, DA8B,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1, 
73, DA71,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1, 
74, DA80,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0, 
75, DA7D,1,1,0,1,1,0,1,0,0,1,1,1,1,1,0,1, 
76, DA75,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1, 
77, DA7E,1,1,0,1,1,0,1,0,0,1,1,1,1,1,1,0, 
78, DA6D,1,1,0,1,1,0,1,0,0,1,1,0,1,1,0,1, 
79, DA82,1,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0, 
80, DA76,1,1,0,1,1,0,1,0,0,1,1,1,0,1,1,0, 
81, DA86,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0, 
82, DA62,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0, 
83, DA99,1,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1, 
84, DA66,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0, 
85, DA8A,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,0, 
86, DA62,1,1,0,1,1,0,1,0,0,1,1,0,0,0,1,0, 
87, DA97,1,1,0,1,1,0,1,0,1,0,0,1,0,1,1,1, 
88, DA66,1,1,0,1,1,0,1,0,0,1,1,0,0,1,1,0, 
89, DA8B,1,1,0,1,1,0,1,0,1,0,0,0,1,0,1,1, 
90, DA6F,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1,1, 
91, DA88,1,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0, 
